obs,none_par_cpu,par_cpu,none_par_real,par_real
10,1.0861750300000002,5.373926097,1.0861450119991787,5.413769444996433
100,2.329856349,55.212745039,2.355254652997246,52.20073296099872
500,10.538671871000005,266.10456415199997,10.583479636996344,279.73299819800013
1000,20.881923907999976,574.1458601600001,20.975956264999695, 606.3551763750002
